From,To,Profile,Category,TollCost
AMAZON,1571,T1,1,182.18
AMAZON,1572,T1,1,182.18
AMAZON,1574,T1,1,182.18
AMAZON,1576,T1,1,182.18
AMAZON,1579,T1,1,182.18
AMAZON,1580,T1,1,182.18
AMAZON,1581,T1,1,54.85
AMAZON,1590,T1,1,182.18
AMAZON,1592,T1,1,182.18
AMAZON,48FORTY,T1,1,37.5
AMAZON,8001,T1,1,182.18
AMAZON,8002,T1,1,182.18
AMAZON,8003,T1,1,182.18
AMAZON,8004,T1,1,182.18
AMAZON,8006,T1,1,182.18
AMAZON,8007,T1,1,182.18
AMAZON,8008,T1,1,182.18
AMAZON,8009,T1,1,182.18
AMAZON,8011,T1,1,182.18
AMAZON,8012,T1,1,182.18
AMAZON,8013,T1,1,182.18
AMAZON,8014,T1,1,182.18
AMAZON,8015,T1,1,182.18
AMAZON,8017,T1,1,182.18
AMAZON,8018,T1,1,182.18
AMAZON,8019,T1,1,182.18
AMAZON,8020,T1,1,182.18
AMAZON,8021,T1,1,182.18
AMAZON,8023,T1,1,182.18
AMAZON,8024,T1,1,182.18
AMAZON,8025,T1,1,182.18
AMAZON,8026,T1,1,182.18
AMAZON,90005,T1,1,68
AMAZON,90006,T1,1,68
AMAZON,AMAZON,T1,1,0
AMAZON,AVA,T1,1,182.18
AMAZON,BAKKAFROST,T1,1,48.88
AMAZON,CancelDuetoHours,T1,1,44
AMAZON,CarrierCancel,T1,1,44
AMAZON,CarrierLateCancel,T1,1,44
AMAZON,CHEP,T1,1,44
AMAZON,CiboVita,T1,1,48.88
AMAZON,Congressional,T1,1,68
AMAZON,DOT,T1,1,35
AMAZON,FLEX1,T1,1,44
AMAZON,FLEX2,T1,1,44
AMAZON,FLEX3,T1,1,44
AMAZON,LASSONDE,T1,1,0
AMAZON,ONEBANANA,T1,1,37.5
AMAZON,PREMIO,T1,1,54.85
AMAZON,PREMIUMWATER,T1,1,61.5
AMAZON,Purina Allentown,T1,1,37.5
AMAZON,Purina Mechanicsburg,T1,1,37.5
AMAZON,Standby(Overspill),T1,1,44
AMAZON,TONU,T1,1,44
AMAZON,TONULate,T1,1,44
AMAZON,US0007,T1,1,44
AVA,1023,T1,1,139.99
AVA,1035,T1,1,112.95
AVA,1081,T1,1,71.62
AVA,1091,T1,1,83.73
AVA,1094,T1,1,87.18
AVA,1096,T1,1,71.62
AVA,1119,T1,1,49.12
AVA,1129,T1,1,140.99
AVA,1134,T1,1,64.26
AVA,1138,T1,1,71.62
AVA,1162,T1,1,87.18
AVA,1166,T1,1,136.24
AVA,1176,T1,1,64.26
AVA,1177,T1,1,64.26
AVA,1203,T1,1,112.95
AVA,1246,T1,1,116.64
AVA,1250,T1,1,92.64
AVA,1342,T1,1,87.85
AVA,1352,T1,1,71.62
AVA,1372,T1,1,151.44
AVA,1407,T1,1,139.99
AVA,1410,T1,1,32.33
AVA,1411,T1,1,71.62
AVA,1414,T1,1,64.26
AVA,1423,T1,1,56.44
AVA,1425,T1,1,64.26
AVA,1429,T1,1,70.14
AVA,1431,T1,1,87.18
AVA,1433,T1,1,49.12
AVA,1434,T1,1,70.14
AVA,1440,T1,1,32.33
AVA,1442,T1,1,71.62
AVA,1443,T1,1,57.98
AVA,1448,T1,1,32.33
AVA,1449,T1,1,32.33
AVA,1454,T1,1,32.33
AVA,1463,T1,1,74.05
AVA,1467,T1,1,32.33
AVA,1473,T1,1,0
AVA,1482,T1,1,38.36
AVA,1484,T1,1,116.64
AVA,1499,T1,1,0
AVA,1503,T1,1,0
AVA,1506,T1,1,112.95
AVA,1507,T1,1,36.37
AVA,1516,T1,1,109.64
AVA,1527,T1,1,43.2
AVA,1531,T1,1,0
AVA,1545,T1,1,64.26
AVA,1559,T1,1,0
AVA,1561,T1,1,0
AVA,1564,T1,1,64.66
AVA,1566,T1,1,71.62
AVA,1567,T1,1,32.33
AVA,1571,T1,1,64.66
AVA,1572,T1,1,0
AVA,1574,T1,1,64.66
AVA,1576,T1,1,0
AVA,1579,T1,1,64.66
AVA,1580,T1,1,64.66
AVA,1581,T1,1,32.33
AVA,1590,T1,1,0
AVA,1592,T1,1,0
AVA,48FORTY,T1,1,71.62
AVA,8001,T1,1,0
AVA,8002,T1,1,0
AVA,8003,T1,1,0
AVA,8004,T1,1,0
AVA,8006,T1,1,0
AVA,8007,T1,1,0
AVA,8008,T1,1,0
AVA,8009,T1,1,0
AVA,8011,T1,1,64.66
AVA,8012,T1,1,0
AVA,8013,T1,1,0
AVA,8014,T1,1,0
AVA,8015,T1,1,0
AVA,8017,T1,1,0
AVA,8018,T1,1,0
AVA,8019,T1,1,0
AVA,8020,T1,1,0
AVA,8021,T1,1,0
AVA,8023,T1,1,0
AVA,8024,T1,1,0
AVA,8025,T1,1,0
AVA,8026,T1,1,0
AVA,90005,T1,1,163.99
AVA,90006,T1,1,163.99
AVA,AMAZON,T1,1,87.18
AVA,AVA,T1,1,0
AVA,BAKKAFROST,T1,1,32.33
AVA,CancelDuetoHours,T1,1,139.99
AVA,CarrierCancel,T1,1,139.99
AVA,CarrierLateCancel,T1,1,139.99
AVA,CHEP,T1,1,71.62
AVA,CiboVita,T1,1,32.33
AVA,Congressional,T1,1,163.99
AVA,DOT,T1,1,130.99
AVA,FLEX1,T1,1,139.99
AVA,FLEX2,T1,1,139.99
AVA,FLEX3,T1,1,139.99
AVA,LASSONDE,T1,1,95.99
AVA,ONEBANANA,T1,1,112.95
AVA,PREMIO,T1,1,32.33
AVA,PREMIUMWATER,T1,1,71.62
AVA,Purina Allentown,T1,1,71.62
AVA,Purina Mechanicsburg,T1,1,71.62
AVA,Standby(Overspill),T1,1,139.99
AVA,TONU,T1,1,139.99
AVA,TONULate,T1,1,139.99
AVA,US0007,T1,1,139.99
BAKKAFROST,1023,T1,1,106.68
BAKKAFROST,1035,T1,1,74.91
BAKKAFROST,1081,T1,1,22.5
BAKKAFROST,1091,T1,1,45.48
BAKKAFROST,1094,T1,1,48.88
BAKKAFROST,1096,T1,1,22.5
BAKKAFROST,1119,T1,1,0
BAKKAFROST,1129,T1,1,107.68
BAKKAFROST,1134,T1,1,24.72
BAKKAFROST,1138,T1,1,22.5
BAKKAFROST,1162,T1,1,48.88
BAKKAFROST,1166,T1,1,102.93
BAKKAFROST,1176,T1,1,24.72
BAKKAFROST,1177,T1,1,24.72
BAKKAFROST,1203,T1,1,74.91
BAKKAFROST,1246,T1,1,22.5
BAKKAFROST,1250,T1,1,22.5
BAKKAFROST,1342,T1,1,49.81
BAKKAFROST,1352,T1,1,22.5
BAKKAFROST,1372,T1,1,112.15
BAKKAFROST,1407,T1,1,106.68
BAKKAFROST,1410,T1,1,0
BAKKAFROST,1411,T1,1,22.5
BAKKAFROST,1414,T1,1,24.72
BAKKAFROST,1423,T1,1,17.15
BAKKAFROST,1425,T1,1,24.72
BAKKAFROST,1429,T1,1,31.93
BAKKAFROST,1431,T1,1,48.88
BAKKAFROST,1433,T1,1,0
BAKKAFROST,1434,T1,1,31.93
BAKKAFROST,1440,T1,1,0
BAKKAFROST,1442,T1,1,22.5
BAKKAFROST,1443,T1,1,19.63
BAKKAFROST,1448,T1,1,0
BAKKAFROST,1449,T1,1,0
BAKKAFROST,1454,T1,1,0
BAKKAFROST,1463,T1,1,34.51
BAKKAFROST,1467,T1,1,0
BAKKAFROST,1473,T1,1,127.33
BAKKAFROST,1482,T1,1,0
BAKKAFROST,1484,T1,1,39.5
BAKKAFROST,1499,T1,1,127.33
BAKKAFROST,1503,T1,1,127.33
BAKKAFROST,1506,T1,1,74.91
BAKKAFROST,1507,T1,1,99.04
BAKKAFROST,1516,T1,1,22.5
BAKKAFROST,1527,T1,1,0
BAKKAFROST,1531,T1,1,127.33
BAKKAFROST,1545,T1,1,24.72
BAKKAFROST,1559,T1,1,127.33
BAKKAFROST,1561,T1,1,144.48
BAKKAFROST,1564,T1,1,127.33
BAKKAFROST,1566,T1,1,22.5
BAKKAFROST,1567,T1,1,95
BAKKAFROST,1571,T1,1,127.33
BAKKAFROST,1572,T1,1,127.33
BAKKAFROST,1574,T1,1,127.33
BAKKAFROST,1576,T1,1,127.33
BAKKAFROST,1579,T1,1,127.33
BAKKAFROST,1580,T1,1,127.33
BAKKAFROST,1581,T1,1,0
BAKKAFROST,1590,T1,1,127.33
BAKKAFROST,1592,T1,1,127.33
BAKKAFROST,48FORTY,T1,1,22.5
BAKKAFROST,8001,T1,1,127.33
BAKKAFROST,8002,T1,1,127.33
BAKKAFROST,8003,T1,1,127.33
BAKKAFROST,8004,T1,1,127.33
BAKKAFROST,8006,T1,1,127.33
BAKKAFROST,8007,T1,1,127.33
BAKKAFROST,8008,T1,1,127.33
BAKKAFROST,8009,T1,1,127.33
BAKKAFROST,8011,T1,1,127.33
BAKKAFROST,8012,T1,1,127.33
BAKKAFROST,8013,T1,1,127.33
BAKKAFROST,8014,T1,1,127.33
BAKKAFROST,8015,T1,1,127.33
BAKKAFROST,8017,T1,1,127.33
BAKKAFROST,8018,T1,1,127.33
BAKKAFROST,8019,T1,1,127.33
BAKKAFROST,8020,T1,1,127.33
BAKKAFROST,8021,T1,1,127.33
BAKKAFROST,8023,T1,1,127.33
BAKKAFROST,8024,T1,1,127.33
BAKKAFROST,8025,T1,1,127.33
BAKKAFROST,8026,T1,1,127.33
BAKKAFROST,90005,T1,1,130.68
BAKKAFROST,90006,T1,1,130.68
BAKKAFROST,AMAZON,T1,1,48.88
BAKKAFROST,AVA,T1,1,127.33
BAKKAFROST,BAKKAFROST,T1,1,0
BAKKAFROST,CancelDuetoHours,T1,1,106.68
BAKKAFROST,CarrierCancel,T1,1,106.68
BAKKAFROST,CarrierLateCancel,T1,1,106.68
BAKKAFROST,CHEP,T1,1,22.5
BAKKAFROST,CiboVita,T1,1,0
BAKKAFROST,Congressional,T1,1,130.68
BAKKAFROST,DOT,T1,1,97.68
BAKKAFROST,FLEX1,T1,1,106.68
BAKKAFROST,FLEX2,T1,1,106.68
BAKKAFROST,FLEX3,T1,1,106.68
BAKKAFROST,LASSONDE,T1,1,57.63
BAKKAFROST,ONEBANANA,T1,1,74.91
BAKKAFROST,PREMIO,T1,1,0
BAKKAFROST,PREMIUMWATER,T1,1,22.5
BAKKAFROST,Purina Allentown,T1,1,22.5
BAKKAFROST,Purina Mechanicsburg,T1,1,22.5
BAKKAFROST,Standby(Overspill),T1,1,106.68
BAKKAFROST,TONU,T1,1,106.68
BAKKAFROST,TONULate,T1,1,106.68
BAKKAFROST,US0007,T1,1,106.68
CancelDuetoHours,1023,T1,1,0
CancelDuetoHours,1035,T1,1,9
CancelDuetoHours,1081,T1,1,0
CancelDuetoHours,1091,T1,1,9
CancelDuetoHours,1094,T1,1,9
CancelDuetoHours,1096,T1,1,26
CancelDuetoHours,1119,T1,1,54.48
CancelDuetoHours,1129,T1,1,9
CancelDuetoHours,1134,T1,1,42.63
CancelDuetoHours,1138,T1,1,9
CancelDuetoHours,1162,T1,1,9
CancelDuetoHours,1166,T1,1,14.25
CancelDuetoHours,1176,T1,1,9
CancelDuetoHours,1177,T1,1,22.25
CancelDuetoHours,1203,T1,1,9
CancelDuetoHours,1246,T1,1,9
CancelDuetoHours,1250,T1,1,9
CancelDuetoHours,1342,T1,1,9
CancelDuetoHours,1352,T1,1,0
CancelDuetoHours,1372,T1,1,149.48
CancelDuetoHours,1407,T1,1,0
CancelDuetoHours,1410,T1,1,72.66
CancelDuetoHours,1411,T1,1,16.7
CancelDuetoHours,1414,T1,1,9
CancelDuetoHours,1423,T1,1,9
CancelDuetoHours,1425,T1,1,9
CancelDuetoHours,1429,T1,1,9
CancelDuetoHours,1431,T1,1,13.85
CancelDuetoHours,1433,T1,1,54.48
CancelDuetoHours,1434,T1,1,9
CancelDuetoHours,1440,T1,1,71.68
CancelDuetoHours,1442,T1,1,17.9
CancelDuetoHours,1443,T1,1,69.88
CancelDuetoHours,1448,T1,1,72.66
CancelDuetoHours,1449,T1,1,71.68
CancelDuetoHours,1454,T1,1,9
CancelDuetoHours,1463,T1,1,9
CancelDuetoHours,1467,T1,1,9
CancelDuetoHours,1473,T1,1,199.99
CancelDuetoHours,1482,T1,1,71.68
CancelDuetoHours,1484,T1,1,9
CancelDuetoHours,1499,T1,1,199.99
CancelDuetoHours,1503,T1,1,199.99
CancelDuetoHours,1506,T1,1,9
CancelDuetoHours,1507,T1,1,171.7
CancelDuetoHours,1516,T1,1,9
CancelDuetoHours,1527,T1,1,9
CancelDuetoHours,1531,T1,1,199.99
CancelDuetoHours,1545,T1,1,22.25
CancelDuetoHours,1559,T1,1,199.99
CancelDuetoHours,1561,T1,1,181.81
CancelDuetoHours,1564,T1,1,199.99
CancelDuetoHours,1566,T1,1,0
CancelDuetoHours,1567,T1,1,167.66
CancelDuetoHours,1571,T1,1,199.99
CancelDuetoHours,1572,T1,1,199.99
CancelDuetoHours,1574,T1,1,199.99
CancelDuetoHours,1576,T1,1,199.99
CancelDuetoHours,1579,T1,1,199.99
CancelDuetoHours,1580,T1,1,199.99
CancelDuetoHours,1581,T1,1,72.66
CancelDuetoHours,1590,T1,1,199.99
CancelDuetoHours,1592,T1,1,199.99
CancelDuetoHours,48FORTY,T1,1,0
CancelDuetoHours,8001,T1,1,199.99
CancelDuetoHours,8002,T1,1,199.99
CancelDuetoHours,8003,T1,1,199.99
CancelDuetoHours,8004,T1,1,199.99
CancelDuetoHours,8006,T1,1,199.99
CancelDuetoHours,8007,T1,1,199.99
CancelDuetoHours,8008,T1,1,199.99
CancelDuetoHours,8009,T1,1,199.99
CancelDuetoHours,8011,T1,1,199.99
CancelDuetoHours,8012,T1,1,199.99
CancelDuetoHours,8013,T1,1,199.99
CancelDuetoHours,8014,T1,1,199.99
CancelDuetoHours,8015,T1,1,199.99
CancelDuetoHours,8017,T1,1,199.99
CancelDuetoHours,8018,T1,1,199.99
CancelDuetoHours,8019,T1,1,199.99
CancelDuetoHours,8020,T1,1,199.99
CancelDuetoHours,8021,T1,1,199.99
CancelDuetoHours,8023,T1,1,199.99
CancelDuetoHours,8024,T1,1,199.99
CancelDuetoHours,8025,T1,1,199.99
CancelDuetoHours,8026,T1,1,199.99
CancelDuetoHours,90005,T1,1,24
CancelDuetoHours,90006,T1,1,24
CancelDuetoHours,AMAZON,T1,1,9
CancelDuetoHours,AVA,T1,1,199.99
CancelDuetoHours,BAKKAFROST,T1,1,71.68
CancelDuetoHours,CancelDuetoHours,T1,1,0
CancelDuetoHours,CarrierCancel,T1,1,0
CancelDuetoHours,CarrierLateCancel,T1,1,0
CancelDuetoHours,CHEP,T1,1,0
CancelDuetoHours,CiboVita,T1,1,9
CancelDuetoHours,Congressional,T1,1,24
CancelDuetoHours,DOT,T1,1,9
CancelDuetoHours,FLEX1,T1,1,0
CancelDuetoHours,FLEX2,T1,1,0
CancelDuetoHours,FLEX3,T1,1,0
CancelDuetoHours,LASSONDE,T1,1,9
CancelDuetoHours,ONEBANANA,T1,1,9
CancelDuetoHours,PREMIO,T1,1,72.66
CancelDuetoHours,PREMIUMWATER,T1,1,33
CancelDuetoHours,Purina Allentown,T1,1,9
CancelDuetoHours,Purina Mechanicsburg,T1,1,0
CancelDuetoHours,Standby(Overspill),T1,1,0
CancelDuetoHours,TONU,T1,1,0
CancelDuetoHours,TONULate,T1,1,0
CancelDuetoHours,US0007,T1,1,0
CarrierCancel,1023,T1,1,0
CarrierCancel,1035,T1,1,9
CarrierCancel,1081,T1,1,0
CarrierCancel,1091,T1,1,9
CarrierCancel,1094,T1,1,9
CarrierCancel,1096,T1,1,26
CarrierCancel,1119,T1,1,54.48
CarrierCancel,1129,T1,1,9
CarrierCancel,1134,T1,1,42.63
CarrierCancel,1138,T1,1,9
CarrierCancel,1162,T1,1,9
CarrierCancel,1166,T1,1,14.25
CarrierCancel,1176,T1,1,9
CarrierCancel,1177,T1,1,22.25
CarrierCancel,1203,T1,1,9
CarrierCancel,1246,T1,1,9
CarrierCancel,1250,T1,1,9
CarrierCancel,1342,T1,1,9
CarrierCancel,1352,T1,1,0
CarrierCancel,1372,T1,1,149.48
CarrierCancel,1407,T1,1,0
CarrierCancel,1410,T1,1,72.66
CarrierCancel,1411,T1,1,16.7
CarrierCancel,1414,T1,1,9
CarrierCancel,1423,T1,1,9
CarrierCancel,1425,T1,1,9
CarrierCancel,1429,T1,1,9
CarrierCancel,1431,T1,1,13.85
CarrierCancel,1433,T1,1,54.48
CarrierCancel,1434,T1,1,9
CarrierCancel,1440,T1,1,71.68
CarrierCancel,1442,T1,1,17.9
CarrierCancel,1443,T1,1,69.88
CarrierCancel,1448,T1,1,72.66
CarrierCancel,1449,T1,1,71.68
CarrierCancel,1454,T1,1,9
CarrierCancel,1463,T1,1,9
CarrierCancel,1467,T1,1,9
CarrierCancel,1473,T1,1,199.99
CarrierCancel,1482,T1,1,71.68
CarrierCancel,1484,T1,1,9
CarrierCancel,1499,T1,1,199.99
CarrierCancel,1503,T1,1,199.99
CarrierCancel,1506,T1,1,9
CarrierCancel,1507,T1,1,171.7
CarrierCancel,1516,T1,1,9
CarrierCancel,1527,T1,1,9
CarrierCancel,1531,T1,1,199.99
CarrierCancel,1545,T1,1,22.25
CarrierCancel,1559,T1,1,199.99
CarrierCancel,1561,T1,1,181.81
CarrierCancel,1564,T1,1,199.99
CarrierCancel,1566,T1,1,0
CarrierCancel,1567,T1,1,167.66
CarrierCancel,1571,T1,1,199.99
CarrierCancel,1572,T1,1,199.99
CarrierCancel,1574,T1,1,199.99
CarrierCancel,1576,T1,1,199.99
CarrierCancel,1579,T1,1,199.99
CarrierCancel,1580,T1,1,199.99
CarrierCancel,1581,T1,1,72.66
CarrierCancel,1590,T1,1,199.99
CarrierCancel,1592,T1,1,199.99
CarrierCancel,48FORTY,T1,1,0
CarrierCancel,8001,T1,1,199.99
CarrierCancel,8002,T1,1,199.99
CarrierCancel,8003,T1,1,199.99
CarrierCancel,8004,T1,1,199.99
CarrierCancel,8006,T1,1,199.99
CarrierCancel,8007,T1,1,199.99
CarrierCancel,8008,T1,1,199.99
CarrierCancel,8009,T1,1,199.99
CarrierCancel,8011,T1,1,199.99
CarrierCancel,8012,T1,1,199.99
CarrierCancel,8013,T1,1,199.99
CarrierCancel,8014,T1,1,199.99
CarrierCancel,8015,T1,1,199.99
CarrierCancel,8017,T1,1,199.99
CarrierCancel,8018,T1,1,199.99
CarrierCancel,8019,T1,1,199.99
CarrierCancel,8020,T1,1,199.99
CarrierCancel,8021,T1,1,199.99
CarrierCancel,8023,T1,1,199.99
CarrierCancel,8024,T1,1,199.99
CarrierCancel,8025,T1,1,199.99
CarrierCancel,8026,T1,1,199.99
CarrierCancel,90005,T1,1,24
CarrierCancel,90006,T1,1,24
CarrierCancel,AMAZON,T1,1,9
CarrierCancel,AVA,T1,1,199.99
CarrierCancel,BAKKAFROST,T1,1,71.68
CarrierCancel,CancelDuetoHours,T1,1,0
CarrierCancel,CarrierCancel,T1,1,0
CarrierCancel,CarrierLateCancel,T1,1,0
CarrierCancel,CHEP,T1,1,0
CarrierCancel,CiboVita,T1,1,9
CarrierCancel,Congressional,T1,1,24
CarrierCancel,DOT,T1,1,9
CarrierCancel,FLEX1,T1,1,0
CarrierCancel,FLEX2,T1,1,0
CarrierCancel,FLEX3,T1,1,0
CarrierCancel,LASSONDE,T1,1,9
CarrierCancel,ONEBANANA,T1,1,9
CarrierCancel,PREMIO,T1,1,72.66
CarrierCancel,PREMIUMWATER,T1,1,33
CarrierCancel,Purina Allentown,T1,1,9
CarrierCancel,Purina Mechanicsburg,T1,1,0
CarrierCancel,Standby(Overspill),T1,1,0
CarrierCancel,TONU,T1,1,0
CarrierCancel,TONULate,T1,1,0
CarrierCancel,US0007,T1,1,0
CarrierLateCancel,1023,T1,1,0
CarrierLateCancel,1035,T1,1,9
CarrierLateCancel,1081,T1,1,0
CarrierLateCancel,1091,T1,1,9
CarrierLateCancel,1094,T1,1,9
CarrierLateCancel,1096,T1,1,26
CarrierLateCancel,1119,T1,1,54.48
CarrierLateCancel,1129,T1,1,9
CarrierLateCancel,1134,T1,1,42.63
CarrierLateCancel,1138,T1,1,9
CarrierLateCancel,1162,T1,1,9
CarrierLateCancel,1166,T1,1,14.25
CarrierLateCancel,1176,T1,1,9
CarrierLateCancel,1177,T1,1,22.25
CarrierLateCancel,1203,T1,1,9
CarrierLateCancel,1246,T1,1,9
CarrierLateCancel,1250,T1,1,9
CarrierLateCancel,1342,T1,1,9
CarrierLateCancel,1352,T1,1,0
CarrierLateCancel,1372,T1,1,149.48
CarrierLateCancel,1407,T1,1,0
CarrierLateCancel,1410,T1,1,72.66
CarrierLateCancel,1411,T1,1,16.7
CarrierLateCancel,1414,T1,1,9
CarrierLateCancel,1423,T1,1,9
CarrierLateCancel,1425,T1,1,9
CarrierLateCancel,1429,T1,1,9
CarrierLateCancel,1431,T1,1,13.85
CarrierLateCancel,1433,T1,1,54.48
CarrierLateCancel,1434,T1,1,9
CarrierLateCancel,1440,T1,1,71.68
CarrierLateCancel,1442,T1,1,17.9
CarrierLateCancel,1443,T1,1,69.88
CarrierLateCancel,1448,T1,1,72.66
CarrierLateCancel,1449,T1,1,71.68
CarrierLateCancel,1454,T1,1,9
CarrierLateCancel,1463,T1,1,9
CarrierLateCancel,1467,T1,1,9
CarrierLateCancel,1473,T1,1,199.99
CarrierLateCancel,1482,T1,1,71.68
CarrierLateCancel,1484,T1,1,9
CarrierLateCancel,1499,T1,1,199.99
CarrierLateCancel,1503,T1,1,199.99
CarrierLateCancel,1506,T1,1,9
CarrierLateCancel,1507,T1,1,171.7
CarrierLateCancel,1516,T1,1,9
CarrierLateCancel,1527,T1,1,9
CarrierLateCancel,1531,T1,1,199.99
CarrierLateCancel,1545,T1,1,22.25
CarrierLateCancel,1559,T1,1,199.99
CarrierLateCancel,1561,T1,1,181.81
CarrierLateCancel,1564,T1,1,199.99
CarrierLateCancel,1566,T1,1,0
CarrierLateCancel,1567,T1,1,167.66
CarrierLateCancel,1571,T1,1,199.99
CarrierLateCancel,1572,T1,1,199.99
CarrierLateCancel,1574,T1,1,199.99
CarrierLateCancel,1576,T1,1,199.99
CarrierLateCancel,1579,T1,1,199.99
CarrierLateCancel,1580,T1,1,199.99
CarrierLateCancel,1581,T1,1,72.66
CarrierLateCancel,1590,T1,1,199.99
CarrierLateCancel,1592,T1,1,199.99
CarrierLateCancel,48FORTY,T1,1,0
CarrierLateCancel,8001,T1,1,199.99
CarrierLateCancel,8002,T1,1,199.99
CarrierLateCancel,8003,T1,1,199.99
CarrierLateCancel,8004,T1,1,199.99
CarrierLateCancel,8006,T1,1,199.99
CarrierLateCancel,8007,T1,1,199.99
CarrierLateCancel,8008,T1,1,199.99
CarrierLateCancel,8009,T1,1,199.99
CarrierLateCancel,8011,T1,1,199.99
CarrierLateCancel,8012,T1,1,199.99
CarrierLateCancel,8013,T1,1,199.99
CarrierLateCancel,8014,T1,1,199.99
CarrierLateCancel,8015,T1,1,199.99
CarrierLateCancel,8017,T1,1,199.99
CarrierLateCancel,8018,T1,1,199.99
CarrierLateCancel,8019,T1,1,199.99
CarrierLateCancel,8020,T1,1,199.99
CarrierLateCancel,8021,T1,1,199.99
CarrierLateCancel,8023,T1,1,199.99
CarrierLateCancel,8024,T1,1,199.99
CarrierLateCancel,8025,T1,1,199.99
CarrierLateCancel,8026,T1,1,199.99
CarrierLateCancel,90005,T1,1,24
CarrierLateCancel,90006,T1,1,24
CarrierLateCancel,AMAZON,T1,1,9
CarrierLateCancel,AVA,T1,1,199.99
CarrierLateCancel,BAKKAFROST,T1,1,71.68
CarrierLateCancel,CancelDuetoHours,T1,1,0
CarrierLateCancel,CarrierCancel,T1,1,0
CarrierLateCancel,CarrierLateCancel,T1,1,0
CarrierLateCancel,CHEP,T1,1,0
CarrierLateCancel,CiboVita,T1,1,9
CarrierLateCancel,Congressional,T1,1,24
CarrierLateCancel,DOT,T1,1,9
CarrierLateCancel,FLEX1,T1,1,0
CarrierLateCancel,FLEX2,T1,1,0
CarrierLateCancel,FLEX3,T1,1,0
CarrierLateCancel,LASSONDE,T1,1,9
CarrierLateCancel,ONEBANANA,T1,1,9
CarrierLateCancel,PREMIO,T1,1,72.66
CarrierLateCancel,PREMIUMWATER,T1,1,33
CarrierLateCancel,Purina Allentown,T1,1,9
CarrierLateCancel,Purina Mechanicsburg,T1,1,0
CarrierLateCancel,Standby(Overspill),T1,1,0
CarrierLateCancel,TONU,T1,1,0
CarrierLateCancel,TONULate,T1,1,0
CarrierLateCancel,US0007,T1,1,0
CHEP,1023,T1,1,0
CHEP,1035,T1,1,57
CHEP,1081,T1,1,0
CHEP,1091,T1,1,57
CHEP,1094,T1,1,57
CHEP,1096,T1,1,0
CHEP,1119,T1,1,0
CHEP,1129,T1,1,57
CHEP,1134,T1,1,0
CHEP,1138,T1,1,15.8
CHEP,1162,T1,1,57
CHEP,1166,T1,1,62.25
CHEP,1176,T1,1,57
CHEP,1177,T1,1,70.25
CHEP,1203,T1,1,57
CHEP,1246,T1,1,0
CHEP,1250,T1,1,57
CHEP,1342,T1,1,57
CHEP,1352,T1,1,0
CHEP,1372,T1,1,102.42
CHEP,1407,T1,1,0
CHEP,1410,T1,1,16.79
CHEP,1411,T1,1,15.8
CHEP,1414,T1,1,57
CHEP,1423,T1,1,0
CHEP,1425,T1,1,57
CHEP,1429,T1,1,73.5
CHEP,1431,T1,1,61.85
CHEP,1433,T1,1,0
CHEP,1434,T1,1,0
CHEP,1440,T1,1,0
CHEP,1442,T1,1,0
CHEP,1443,T1,1,8.71
CHEP,1448,T1,1,0
CHEP,1449,T1,1,10.87
CHEP,1454,T1,1,0
CHEP,1463,T1,1,57
CHEP,1467,T1,1,0
CHEP,1473,T1,1,144.12
CHEP,1482,T1,1,0
CHEP,1484,T1,1,0
CHEP,1499,T1,1,144.12
CHEP,1503,T1,1,144.12
CHEP,1506,T1,1,57
CHEP,1507,T1,1,55.77
CHEP,1516,T1,1,52
CHEP,1527,T1,1,0
CHEP,1531,T1,1,144.12
CHEP,1545,T1,1,70.25
CHEP,1559,T1,1,144.12
CHEP,1561,T1,1,134.75
CHEP,1564,T1,1,144.12
CHEP,1566,T1,1,0
CHEP,1567,T1,1,111.79
CHEP,1571,T1,1,144.12
CHEP,1572,T1,1,144.12
CHEP,1574,T1,1,144.12
CHEP,1576,T1,1,144.12
CHEP,1579,T1,1,144.12
CHEP,1580,T1,1,144.12
CHEP,1581,T1,1,16.79
CHEP,1590,T1,1,144.12
CHEP,1592,T1,1,144.12
CHEP,48FORTY,T1,1,0
CHEP,8001,T1,1,144.12
CHEP,8002,T1,1,144.12
CHEP,8003,T1,1,144.12
CHEP,8004,T1,1,144.12
CHEP,8006,T1,1,144.12
CHEP,8007,T1,1,144.12
CHEP,8008,T1,1,144.12
CHEP,8009,T1,1,144.12
CHEP,8011,T1,1,144.12
CHEP,8012,T1,1,144.12
CHEP,8013,T1,1,144.12
CHEP,8014,T1,1,144.12
CHEP,8015,T1,1,144.12
CHEP,8017,T1,1,144.12
CHEP,8018,T1,1,144.12
CHEP,8019,T1,1,144.12
CHEP,8020,T1,1,144.12
CHEP,8021,T1,1,144.12
CHEP,8023,T1,1,144.12
CHEP,8024,T1,1,144.12
CHEP,8025,T1,1,144.12
CHEP,8026,T1,1,144.12
CHEP,90005,T1,1,0
CHEP,90006,T1,1,0
CHEP,AMAZON,T1,1,57
CHEP,AVA,T1,1,144.12
CHEP,BAKKAFROST,T1,1,0
CHEP,CancelDuetoHours,T1,1,48
CHEP,CarrierCancel,T1,1,48
CHEP,CarrierLateCancel,T1,1,48
CHEP,CHEP,T1,1,0
CHEP,CiboVita,T1,1,0
CHEP,Congressional,T1,1,0
CHEP,DOT,T1,1,57
CHEP,FLEX1,T1,1,48
